,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332
236,46389,36984,39320,7920,46839,19808,23356,36649,28736,35435,6393,2035,29088,28889,40871,44501,44845,11480,35288,13887,21629,48672,13393,12996,41267,33157,4814,10372,48291,21646,26434,15614,13908,36101,12351,43273,18157,40938,21759,17725,30985,22277,49914,31900,13787,23838,22106,19181,17125,20971,45385,24201,29036,25603,23728,3212,2793,25519,31370,32654,49775,10114,11008,41121,38747,15522,17661,30692,21275,19283,22771,21843,30342,39435,6449,48671,47216,49776,11057,33105,29725,5154,45992,36349,5179,14977,42845,12879,45124,41888,47249,41632,37769,43066,22709,15277,3107,17586,41660,10415,19319,21183,8198,49061,12230,12774,49156,30015,15597,9385,29697,45764,3378,42951,8807,32875,30983,17098,38994,6282,12770,15414,43043,6614,14948,5276,24112,22284,26580,31894,2966,43500,38531,40429,26611,9358,21869,16827,44066,10967,17226,16075,17319,42954,25253,28294,47672,47452,13841,40000,15510,18914,35257,6812,33307,33280,29133,48011,23974,44507,15866,39820,44667,45903,10932,42566,28144,45230,33891,15463,45961,22605,11906,27364,29246,30571,40718,1520,38685,39701,21301,6534,6856,27751,23897,31770,31303,39093,9125,28275,3998,19257,47941,31689,23773,12126,27795,35913,6243,20403,5824,30409,13251,27898,45635,26934,12571,32999,45351,30151,17912,15386,22059,21452,46008,21590,44527,40543,715,44430,35259,44814,23857,36638,26983,13798,31936,23638,23972,8694,23925,47633,13872,28133,496,2448,39718,15942,28665,43706,34287,44402,29403,47399,18193,41227,42101,16210,33933,20291,43837,46375,35534,10627,15265,30134,41894,23687,43774,44205,32316,48983,28257,16405,2930,23480,23860,1024,25969,36749,1555,17281,40800,35980,33892,12052,46347,11488,35785,13901,34362,10340,38666,18924,37315,48583,42261,1183,23963,25658,3740,18465,49835,33833,49337,17707,12607,19092,15560,23639,8502,6206,6903,29701,38708,11593,13610,15144,23142,24093,44270,39106,11964,18466,45095,28145,48327,45000,40234,6784,36870,37845,386,20135,5374,30492,13037,38597,3804,7632,45397,43929,35506
237,34742,33831,19550,12930,33664,3709,47554,41036,2174,29310,46472,21590,21881,11215,29260,34281,26427,35810,24134,12609,24016,11980,32094,17502,16815,5938,26138,42621,31255,11389,17782,198,35461,39483,41305,37854,26008,33107,13311,44073,16830,25936,36022,16260,5751,32304,37857,16919,34165,27604,16222,10892,16822,43937,49590,39657,27144,8425,49785,41048,20769,46972,25100,26725,281,19885,29941,29706,37249,22021,23391,33904,21105,23335,43913,19756,7276,2754,28724,8261,36520,43890,48293,8501,20800,6334,9784,11045,15928,30324,33747,22456,46533,46524,44033,43678,10386,36474,26196,21352,9937,24784,6141,38301,10857,34984,20173,30741,46394,48183,24559,40171,38695,14479,28513,35126,23755,36732,26620,31358,19653,22138,36213,22118,34822,13197,40277,47041,11536,39795,22238,46250,3724,33928,48324,16821,35774,21484,36984,1294,42425,42659,40020,46783,33643,34845,22473,25655,12798,1876,49424,40566,35252,47924,30089,33563,11801,19040,49650,19475,31069,38730,17038,29479,29923,18526,49398,5881,29994,26207,41329,20763,20159,17324,29382,35249,23127,3066,46630,448,17505,1911,25797,1182,5799,46146,33762,2621,40184,9915,37677,7803,39751,19402,10977,18720,46778,41881,24415,42778,23196,33844,18989,31403,884,16807,41192,37402,1134,36969,48349,32277,1795,3346,29564,2758,45114,25764,22407,22050,23359,43677,48225,37058,30916,2531,28963,38264,46203,40604,7987,20693,26045,17429,35374,44611,39935,11783,16014,34617,12276,1424,8848,28640,24910,26108,38589,1266,27609,3799,24078,13947,41298,19897,45369,41584,11549,15481,24529,45995,8510,45766,46900,16722,23245,29651,16080,28506,36830,19748,39297,36411,5601,18303,20070,45135,7191,23157,35526,43660,43580,21159,45345,4534,13290,16585,25210,32158,4346,30966,23311,4448,13638,46141,25774,39251,5296,47520,18598,46103,30196,36973,17274,2937,37405,37907,46233,43878,12705,30534,36267,6541,12273,48075,22330,46248,22040,25915,38096,49204,22058,47059,32386,46475,13866,11650,8282,38589,7672,40534,21682,2595,30918
238,12399,1732,31754,33122,3856,8162,13611,49803,4793,45433,47625,49124,42863,41669,24330,40683,28704,31336,25397,2943,20858,41162,22419,39564,5983,35760,31941,38588,42323,35008,9294,31588,31630,9611,49584,6167,25959,15558,17926,32433,32023,40642,30428,42026,14926,33807,41749,41935,25768,48431,29536,2645,27435,19184,31178,39468,21226,35217,18879,49183,34477,44996,28619,16947,25970,34918,29362,41871,43897,49091,49220,27856,172,4343,36237,21461,12392,42812,39721,28251,25729,29909,41192,32295,30055,45133,15041,35960,44141,22921,42302,42179,25644,19427,41333,38572,40007,43262,23748,33934,46028,7106,35624,14171,20058,2962,23670,46624,29043,40340,20789,49978,42236,38694,49172,37639,42761,33050,48210,37826,31182,27267,32561,7269,11174,49341,33935,13762,26874,41200,45329,46808,38350,49313,15388,45975,32170,30017,23825,561,43074,8285,24147,2852,1491,44971,27072,33584,33504,44166,43211,2146,6794,31939,40663,31378,17689,14195,17965,1021,31227,28846,4222,29408,24305,16938,6613,22924,45023,32950,41104,40682,34614,5006,29637,11937,33340,3062,30590,39236,17228,7373,1883,33095,40789,18858,11131,2403,36749,33112,15184,26437,5455,21847,19009,29756,36209,40733,32688,24078,1280,13900,33931,13663,43919,29457,26568,7716,724,32646,8962,47819,26113,41985,27588,7103,1705,38900,6632,26301,8880,19647,1193,32296,46826,27009,47753,34480,48057,24105,37166,36831,25080,40609,16884,15562,5588,15671,20890,39943,10040,20920,2989,20414,41782,1513,40902,37891,34739,4596,36180,46952,47654,40514,34534,43081,11832,42818,7147,37984,27991,26854,45875,1321,48583,2743,671,34307,4321,38630,26445,34166,21719,22141,22540,7477,19141,43082,46907,37484,27956,11128,13202,21354,15517,8337,46240,47146,33401,37291,30824,19995,41450,136,8534,47170,37936,23632,9187,41963,13524,37366,44004,26199,38413,475,43919,6707,47299,3631,26110,44284,34019,10459,28882,35393,23495,49654,6329,43401,24846,17370,32610,49166,42771,17474,46984,7223,8089,43532,32887,20882,27344
239,1798,7851,33305,5935,31776,41110,21457,49493,27620,22757,38566,15380,47756,7860,45426,19591,14585,27798,33425,43477,18248,41084,9130,8812,39480,42123,11424,11045,26088,38412,32965,26199,30676,940,26367,31215,40362,46969,17207,13825,16238,20836,5795,14420,46588,26988,40646,40404,8927,21296,33490,18893,27905,7840,49888,33000,23592,5113,16712,4705,7241,32461,23474,26150,25415,521,10525,524,14361,23636,39551,19995,35231,44503,31946,38022,38778,25886,36694,24937,36635,48614,47794,17899,18187,46244,25123,45721,43202,43723,33541,11876,22185,33888,28921,28869,25349,33868,40539,8344,15061,1283,44756,3475,2125,37980,18827,23940,40196,12409,33893,5300,42550,8103,43439,10933,48976,31454,31083,29767,18203,29507,37865,5271,47390,8456,35711,41167,21123,21350,38013,5861,49363,32197,283,33819,475,45488,23216,3560,41326,31677,41349,38723,12498,239,3784,3571,29690,9353,36035,15428,16902,31246,37557,11962,13628,39412,30187,1529,7545,39517,23774,3208,33333,46729,6708,49882,33844,49718,14849,41283,17148,39825,6603,37729,12413,21845,4648,33548,33376,13194,45704,27211,7124,33636,39079,44907,2492,37304,5995,17869,16508,35982,35074,19719,40248,19455,41768,18879,638,18977,9854,25627,31660,26096,16030,3053,31903,28018,12321,26662,45286,8401,2482,14307,36235,48574,24448,22065,5150,33779,7827,6124,32226,2836,47896,20940,15769,21841,35561,1705,48103,45527,43572,8151,2237,15615,42926,8683,12091,9241,26868,1596,10138,4297,4301,10333,13032,22085,14575,24655,37163,33248,12204,6976,80,46585,7211,30822,33,19431,40954,27427,41275,36352,1881,32421,12708,31119,25748,19487,20725,30740,48108,43815,37414,11765,33597,27809,32146,37245,11397,2918,14842,1526,41895,33024,36636,9827,35440,18479,49813,9079,21011,37296,14208,16064,16956,6111,36928,28862,3107,27970,14190,24492,9915,19563,39067,22015,24334,22194,5071,25471,36927,10630,46305,44607,37473,32879,16309,1992,44922,47106,25038,47112,30598,11412,32850,21740,17103,39637,14671
240,8844,34992,16420,42678,45196,46249,34176,8653,6717,24418,2674,4703,2920,41587,48058,13259,27923,3680,14315,49688,1223,43440,6743,4309,10381,47109,7625,40364,23973,43432,20053,1798,36606,18967,43552,5962,43192,32049,14532,31949,41953,13988,26012,18748,18700,5173,4388,10635,9907,29266,36568,29934,32128,49970,41088,5529,28050,23051,8768,678,47227,1278,23357,13777,27171,38491,6235,25773,35869,28960,4349,36407,46516,24915,10499,37813,48145,23580,10655,14909,20031,35858,19669,43753,38426,3877,15879,9671,36948,16871,12909,13729,20870,38432,40273,38011,16518,46674,11669,6491,32261,19333,18242,20753,6469,9459,38334,22912,29837,36547,31984,28463,30391,12170,31018,10919,45449,29392,7385,42278,40624,27225,49694,19201,47754,23297,21226,20515,47378,234,31404,28765,25476,20220,48294,48137,16765,32669,22988,11640,25526,20189,32687,33491,9156,12687,36337,7949,27029,40398,7357,6234,30590,38299,38603,16788,33409,13243,21458,44408,45314,38072,2861,26876,44866,25798,15990,28979,27500,27175,38233,38483,43383,27452,20484,27752,39325,3530,29807,41720,11249,38733,28080,23405,3853,42877,19086,36326,24300,45304,47796,28110,27776,31442,5498,49118,47665,23029,14221,36624,35118,49949,35005,14082,37325,27602,37972,2726,30110,43649,28648,1736,40445,9221,43794,11777,46540,43110,40518,22892,7361,34626,45038,33614,728,21646,18796,30865,38489,38800,40092,16202,10992,6838,30417,40054,47750,34240,23268,21171,7680,39291,8989,46809,2135,5097,30866,43678,26052,45683,24443,45902,6322,49908,34820,8349,7470,42771,8855,35991,24945,45331,36921,42112,4793,35847,26839,28478,37109,6673,33494,15512,17755,49512,24917,11328,44527,11711,22088,9973,13158,4945,45949,25998,36532,34382,7317,35609,32101,35239,34540,4059,31943,31282,25135,45660,47238,17802,36926,6662,22961,10845,11605,2811,34767,13786,298,25379,721,45560,22079,37902,48956,45654,17153,41543,10503,24298,41841,43021,8630,23155,25648,35433,15603,32084,23180,6250,12436,17261,1681,11097,15483
241,40068,44154,10225,738,44870,15564,26577,8512,29708,17884,10613,26244,29424,21888,5000,30169,43517,5116,40191,48693,33650,8140,25056,18855,9725,23660,33006,40539,26947,21237,22626,32711,44315,9075,18281,29454,5744,9142,8511,20075,23213,28409,9260,8781,30216,18796,2333,38098,22961,44773,37646,35033,20464,37728,33336,3552,33387,19341,27099,18495,33728,16270,47633,40630,48962,13119,20725,26882,25906,44120,45548,27671,35834,22034,23745,41110,28714,4819,25649,28945,24705,15762,13817,45754,46732,26809,19717,3604,9986,14816,48504,12700,47891,832,11423,18109,36616,2811,33527,3556,21769,28811,14345,38596,44757,19880,31141,1201,38660,24498,6486,10428,47417,39096,35956,43662,5285,46602,44308,13999,39728,7595,6541,10627,47028,10987,38796,9357,13766,12008,36281,31461,8811,41759,45791,49529,16782,29105,32392,41439,33900,45341,26598,27812,27071,33003,14589,10855,1153,45446,24846,31340,14394,6633,48778,615,22422,49122,27346,468,48485,32,14078,34326,31181,21333,15479,35846,31109,33743,33310,21901,17064,17506,21556,42090,13165,17950,1570,14739,31179,33859,30648,47449,24215,44156,15563,43006,26322,28634,34511,1089,16237,4342,35331,15586,24056,41598,31097,29787,14763,49894,9419,20244,45196,47059,44565,33168,37176,32836,47042,29553,31401,31492,43585,37282,30386,11070,35419,1234,35237,48503,20468,31431,2070,22515,47800,29431,8287,26697,8884,21107,29035,6906,8374,4774,2600,7951,24051,2862,47422,16211,22747,15528,10343,7714,45585,38469,16854,21647,26098,30261,34805,32771,38115,41852,37977,36923,11478,6820,17848,35368,38457,32711,30066,5972,5063,21936,29425,28903,10340,28182,18651,845,3378,28407,14441,32747,7868,35834,36387,37839,34452,11956,156,31708,33484,27968,48029,39072,2095,27952,10863,26847,26115,42070,40899,14150,4183,19130,46117,47120,36093,1176,49630,38410,23742,41129,3834,24205,14601,2583,38249,21758,12238,13576,24345,48999,38941,9258,11118,29246,8432,18020,13918,46374,3139,31822,40551,35955,22553,14128,28667
242,31556,2935,29284,19228,22713,43841,33625,40542,21546,37646,49654,35128,20399,26556,724,35303,18242,23539,47762,5265,28715,49303,34017,33800,47677,46049,26107,2113,19016,39984,46796,48713,10653,17482,6946,25456,48504,20390,26406,19805,14334,1411,27027,7285,1406,49528,43294,463,9537,18200,43608,21799,2313,45016,3813,7211,29177,4605,30642,1116,47945,19233,15237,23529,1638,36325,44542,17682,38631,45357,14122,22980,17118,30087,4655,748,5877,46333,7180,8037,45830,45418,7255,25864,47228,3503,6318,19800,25700,34210,22192,18139,6083,31658,13829,26099,42194,33491,33001,47468,9992,7351,44534,39845,17152,44888,5250,20153,23715,2065,22771,23354,213,1027,32470,6668,10579,7882,48429,42823,44165,26574,8415,10219,38896,43881,26459,5235,3148,7922,34956,12265,8064,35922,27910,36677,33936,25824,45088,2826,35562,3117,22144,4728,37602,3363,46387,49611,25385,46831,18581,46658,1795,25195,35875,42022,35666,34170,34034,2064,41172,49565,25300,34087,43584,28984,30512,4595,1113,26625,48784,28513,5858,34883,35841,43084,34496,25977,19652,30969,34308,2944,15132,23158,38209,30260,47581,20809,34891,40513,3117,17717,45292,10499,1688,21585,14157,34615,32558,10155,5351,26462,6248,11661,28397,22922,12399,38033,8179,28555,48538,33478,42026,43703,3371,14509,13972,26662,28650,47888,9111,33493,39651,13311,35739,13863,24803,10641,19501,39765,10498,46706,31359,33883,3015,34947,46930,2139,13581,49587,20412,24810,35869,27887,1630,11315,16004,43785,5374,49072,12860,5870,29491,30537,16291,16036,19940,14624,36421,29895,16184,18686,22888,32284,41657,36912,7677,47041,10680,15654,17389,42930,36993,46329,20440,11073,46519,5524,1444,20595,1678,16024,25697,31627,42893,5611,37298,8662,35444,32127,23000,32027,21477,17633,35579,35097,37849,37993,32308,7003,11993,24858,29961,24665,43098,46978,40814,16000,24101,21132,12698,6093,41149,4201,11427,27850,22643,37385,10114,48264,41189,38653,47787,9416,20266,17572,2763,4682,26374,25770,32682,9474,3870
243,46395,37776,39622,26712,12757,11212,15727,46100,46844,498,1079,26837,9619,22782,2056,46187,16552,856,25584,43856,24192,4134,8936,6141,5558,40894,6069,43943,14027,45125,48136,8401,32911,31354,38164,30937,15351,21181,25576,29789,41686,6570,17674,38470,29153,9217,5283,10750,46921,30106,19130,40491,4011,41633,28718,21879,10167,12269,11109,29891,30190,21234,6339,40666,28442,29229,47132,48257,27135,49520,34724,22848,42805,5011,7739,14100,15719,16613,10459,4933,18171,18531,13803,15583,24361,13218,41990,35463,22526,27759,8451,23631,21034,15172,44385,12425,24482,30628,28684,48063,5659,39174,12590,10023,39951,48653,23359,15015,7318,28420,29085,7869,43397,31404,14071,3506,20284,15417,32409,32332,43358,36496,6350,36718,12015,18663,34710,26621,25133,646,31674,18072,3272,45301,15882,1581,6880,17455,48790,42179,17964,18015,34620,2787,31690,41919,25742,2280,48991,28737,47787,17053,38908,33646,45445,16391,17563,49568,39793,49469,20784,26399,18997,11648,21908,1097,9071,24731,29016,12525,21934,48975,4291,45564,498,9199,11659,32739,49682,15859,45010,11436,5046,4592,39035,1422,18971,443,46882,47407,29612,46571,8842,26803,37166,17746,9874,28709,20206,26336,21737,17787,10813,27349,29542,22744,38572,31230,33261,30242,11135,5916,49271,3779,23511,27988,29229,48861,36119,4219,40941,37911,15327,8335,48317,24272,34490,34305,21000,7324,6736,5152,27248,21757,27468,24923,20161,38692,15784,11727,20577,12832,13223,3230,4892,18452,29034,306,20618,4913,24952,14450,19842,18750,37790,21230,4162,17447,17606,43127,3534,43209,28677,42933,27314,38991,48887,5999,22768,1234,11680,9851,13123,22547,19910,16504,37214,199,30857,6371,18391,47134,14926,4,35646,29355,34457,40171,48113,47845,39227,24067,48898,18679,47663,13106,39027,39224,48076,30161,14366,23519,32999,38980,7572,40198,46443,8966,40041,5740,41388,13732,31677,39471,40341,41757,29662,41281,49900,38131,27293,7206,24437,29472,14432,48601,10804,3353,24124,9981,42866,39435,48984
244,47815,16052,22663,25663,44542,438,41778,5788,16591,29405,31108,14108,47275,45449,24424,26090,8333,30437,36663,21719,30425,20811,40433,25098,33413,43818,4769,47602,9435,7672,3948,15778,41612,48839,1857,4601,3537,8493,23609,12843,21273,47465,27580,10149,46232,21461,20930,22330,10348,10920,1000,45443,25769,31797,17831,46668,19481,46191,38207,12174,31614,23360,23632,8767,33407,48106,45189,19078,31400,46972,38577,39580,36838,43223,10097,22141,41615,37903,39416,45943,22423,32835,22050,46216,30880,33317,22978,47313,49157,22427,46552,44558,44567,25518,37145,41331,42800,6347,47930,25047,40376,39190,36167,2836,34815,16459,31170,38662,37861,33809,27682,36706,14874,11945,4267,9457,14332,49159,28518,29958,19422,14494,46062,19001,35001,30371,11687,19056,29140,23696,5716,42721,15704,38312,36723,6439,14139,19606,42962,30710,18702,28536,38908,2730,19714,24425,49366,49931,20657,2579,40569,34766,799,43541,39487,21577,38844,1417,36441,3285,33890,32162,30067,1135,32089,10589,1943,45318,28155,34338,42147,18235,3105,22376,42998,43278,4173,28162,302,41270,36567,10953,12076,3921,40460,14459,14716,9014,15041,20873,22897,935,6935,35146,26252,17847,7229,48387,12239,22646,24932,15292,25001,49256,8008,16021,9881,13680,42032,42522,45252,21092,25278,625,49827,45301,30210,34208,1410,1635,38923,5548,5751,31727,15946,14233,5516,36833,25288,28837,30211,43319,8249,18205,32252,11723,8122,42026,13221,35001,31862,5597,25589,28697,30847,35775,411,19244,6261,22862,2351,30223,18750,45302,8614,16749,2782,45611,46024,49483,11394,22425,41952,23862,46131,44407,27345,9730,44538,42521,19945,3679,18228,24065,43093,45768,36609,7650,22129,3775,9074,40544,42515,25855,16790,16604,17493,26830,1082,4775,33561,24827,13755,39736,13298,2458,47077,17101,40712,21331,27805,20535,5799,35685,38679,30659,2902,30828,16104,6638,32787,30521,4987,46146,41422,46501,42118,25866,1288,517,24565,42373,33563,19084,45552,12359,35310,1314,18616,29032,15608,48577,14666
245,13624,35936,5653,23002,21584,33101,47160,37428,19753,7920,26679,24237,4817,49802,2550,26575,41048,38069,29170,3044,40309,29369,29537,22736,49470,41659,44240,33616,41610,20620,24027,21672,29273,6371,35265,28807,15688,3901,9327,42964,11436,48974,22085,48534,6316,34618,49473,46951,29089,23013,13883,35623,38762,24135,10006,16061,24159,16347,48145,31846,10072,30116,12121,31106,33627,35249,1935,35190,14526,37720,48553,42788,16632,14925,4083,24060,35882,3056,12266,37010,7368,4953,17644,3370,39572,8446,46861,29748,29445,8819,7763,36507,19523,27644,49795,24942,14482,1605,44997,40811,29686,7363,43538,41621,7764,5164,28248,20877,15419,48408,28653,41939,20170,16042,26213,14334,43942,13119,37417,42898,32916,2033,8958,5770,14394,15252,17626,36930,31745,46846,43258,11258,10092,25848,48869,23330,5125,12576,25835,47873,41629,1698,47992,15213,3984,17878,12065,5349,182,47221,24908,35462,15951,6766,8225,23964,41439,822,43527,31068,5954,20581,27797,7743,49294,5097,33333,12099,47087,1886,39328,25873,31011,24148,1618,2555,6897,37922,38819,49714,4103,34702,9330,2671,31515,17713,47411,6095,32142,35940,1237,40101,8608,7960,32375,17452,7289,11457,11736,44897,24540,21794,46935,935,9655,9188,26450,15727,14318,23156,27284,19764,44187,12367,38000,18205,25098,28964,47671,49330,43184,33768,30840,30078,27842,16898,31246,347,11671,39150,11207,14627,34396,49912,47836,33812,29540,17125,29896,15374,46883,22931,39702,45419,48979,4587,42769,9762,46169,18487,37415,23030,44153,46108,347,27130,6983,45624,24675,35118,27732,11405,47909,12780,35480,32310,37430,5083,26221,24330,48196,49794,38746,15677,25294,30299,46518,29228,15037,30370,23281,36426,43425,2422,9733,9720,2842,278,14730,42010,47272,26815,33389,34507,37381,19652,6471,14396,12047,993,21607,33177,30820,28015,29126,39255,23739,2420,42004,42182,42902,43113,26585,20819,23317,36289,22413,24295,23154,22866,3372,15097,9119,29619,1296,44200,18857,21383,27279,44287,7532,2231,35202
246,28788,40431,11351,15558,4382,28403,37951,37607,5215,19517,13069,28298,7808,27063,23690,23644,6259,48467,24130,41812,35590,2681,16435,45297,45996,18907,38202,43091,17227,37648,24076,18995,46812,38314,24981,49532,32231,37968,30060,49626,37201,6033,46329,43973,23623,25245,14398,48226,10489,14283,48889,46405,42743,45126,10595,21028,49150,31457,9033,28764,23682,29360,34445,37990,36571,25059,31812,44628,29026,7991,47140,19829,22992,16652,41282,37737,3420,29242,6146,13098,47645,26861,42539,29159,33520,28133,37266,7130,39482,41169,36205,8081,2390,34163,38421,47466,23986,41793,32346,16796,28229,19556,49278,10450,43581,36525,24946,3741,46297,31749,34517,47196,47522,27975,34165,35819,23799,32105,12470,37947,22906,18164,27689,49535,615,4127,28593,26317,22782,24044,27858,34575,5311,25166,31528,32619,3276,15757,43249,25650,48441,44901,40964,47316,33867,18210,49443,26876,44847,44879,31660,48004,30320,49039,11815,31586,27485,31232,43149,17903,29482,40894,44895,2317,31940,15459,24841,30365,28180,10218,28559,22696,1273,7428,5809,22630,40340,22061,30388,44992,5574,23046,30177,36429,15765,44894,1914,21842,467,30916,30900,35364,14365,30405,13515,36467,6791,20595,32920,45314,2985,41846,41147,20836,44029,5386,49276,40906,41699,40610,20446,11329,16870,36843,26776,14086,14304,1625,37667,38417,38991,45108,17522,16770,46231,39141,28417,32899,45423,7526,17116,977,12676,15003,29776,25293,2405,9960,35675,2766,9987,3503,30537,16008,456,37528,17154,33259,43186,596,36196,35556,4296,46819,8877,17547,6216,42216,29687,17300,12824,6520,15247,28995,40861,48429,23164,2838,32554,33377,6634,31314,36701,13684,13043,9138,24949,46655,35517,17391,13243,26089,1908,48339,31801,10625,6837,8219,7311,45363,27898,10397,41959,33296,41468,45571,42617,40179,45138,31547,15791,38270,29811,1196,31177,36536,41832,31250,30681,26070,20387,3318,13398,4385,41034,44968,41334,30273,7722,24935,15968,45407,21004,197,36844,12694,39942,20025,10511,35785,29905,23546,34887
247,11668,8850,47404,39760,5729,8855,4649,15333,49431,11757,25587,41025,44213,1513,7210,15685,19507,20042,34804,10487,33631,15341,44950,27359,42519,22829,12218,17044,12582,34221,46262,30993,26098,16434,85,22863,11144,18821,46655,8244,40329,28768,11042,18618,24311,41922,45558,6584,9230,25095,37705,22028,16507,11432,1656,2870,37537,31854,49015,18542,10132,34442,909,42528,2844,7327,26753,5936,16227,6657,42447,24091,34211,20994,10909,3408,16529,44299,31353,35349,27320,593,738,38706,7581,2158,21551,24714,28238,33479,38528,28092,16585,19119,28843,9068,1070,16597,13754,2315,18522,18238,25359,41819,4246,48781,30354,45430,18776,46489,26851,25953,42769,18130,26849,3282,15391,34083,24137,37217,20368,49203,13310,29512,17112,35020,42080,4493,31228,15460,42224,32055,47882,3745,17399,24123,42338,39380,29407,42482,2643,4569,38109,34122,47315,40007,36746,12221,31527,19013,49516,9703,20031,11954,17987,32122,33222,12407,49139,6756,27478,49839,18519,2497,46616,15895,6637,49145,12602,31319,20886,44584,37058,18825,41752,2647,22151,25615,44376,41117,47806,20150,11148,1822,36782,49346,33191,1907,3089,17647,6590,24091,20640,29126,23191,39219,21795,15627,31722,48063,42164,28058,10254,10072,30743,27725,6016,49094,1393,16935,34959,11382,43099,14468,36385,14346,25330,40728,48047,40312,40504,89,37679,42392,6882,7426,44544,30670,37006,15146,8127,14637,3470,8029,27258,26093,30074,45253,18675,17809,4246,37353,38408,13853,26855,48453,22060,6605,5836,4433,10463,40000,47540,7388,23761,39651,27037,5664,40069,42877,38750,7573,37498,5072,43459,18710,46332,2282,49410,41248,34637,957,41599,38017,14003,39351,8046,214,31222,7087,27637,33950,49811,19923,21091,10763,8135,671,33863,9128,14153,27870,16880,14872,45007,22372,41299,5274,9212,39094,995,18136,28612,6210,34486,27730,17683,45609,34813,21991,19689,793,2851,41354,22450,41158,40796,34255,46144,14010,5147,19863,19678,30742,44387,41081,6022,23266,20629,35518,22520,25112,40929
248,24955,22219,3458,16442,40634,718,29149,14968,38189,22822,37698,19133,47584,9999,5054,39881,142,31800,26439,31561,24710,45945,24079,24215,9389,20748,22521,71,39816,10838,43807,3106,8603,20238,44003,11393,19995,13952,5237,27352,2282,14460,5490,42481,7615,28123,33085,9050,46234,29681,7649,33241,38040,44498,41153,4854,21635,36416,16037,42104,20835,11636,8134,48809,46477,30043,46716,13415,23231,7610,32900,16776,6831,20665,35665,29094,15397,21372,21135,5686,31102,33649,10591,14906,40013,3223,28350,15079,13496,223,37015,44192,38209,7294,23124,23818,16473,34241,14355,33628,7662,34389,26846,24994,24040,30177,9959,16552,26568,43927,29634,12736,4512,18055,31113,40683,28862,29738,24213,29347,26784,2009,48117,34101,34599,25996,12986,41003,1450,45543,48152,3855,40715,21445,15097,9318,28320,11121,35297,10110,32904,8585,1646,48919,40146,28569,24346,42305,28739,3178,12670,27651,4177,4586,25557,15397,49329,45806,37805,36507,31420,34536,48853,34570,13896,3041,8430,37055,43796,29026,47526,37006,48961,8026,32610,4116,32125,44967,25989,8942,2656,8653,7065,35154,46091,38812,36051,12094,48122,21586,49939,16929,45018,16355,13824,33097,15945,10163,1081,27321,42246,33952,21676,33802,11991,4350,6736,850,46761,13131,3870,15251,13282,19543,2752,4508,5667,2932,25815,20736,17591,8484,15628,35493,24991,1780,34753,10214,11532,16190,20553,24375,2735,11793,12916,876,48725,36934,1353,27947,49580,22896,41861,6226,5592,15373,7438,11098,3690,38301,25681,47676,46547,47937,21190,49965,31010,35011,12690,42127,25650,21551,33572,6438,49630,18989,4025,34800,5420,45741,38166,36518,11619,26212,15837,5435,36125,17327,13580,18872,3944,34384,26314,31820,41557,44577,5619,40016,45967,26404,2617,30403,15617,33901,3599,19862,42453,31232,94,7036,20834,37413,33128,16497,13082,37389,6983,7460,24302,23697,23061,45033,33573,2996,18108,40463,49412,8046,33972,4858,15555,25085,22335,41632,35310,22289,25278,39622,3854,38645,39147,2503,43097
